,condition,participant,choice_herf,reward_var
231,self_select,232,0.17999999999999994,21.510172012329424
232,self_select,233,0.74125,11.388041973930374
233,self_select,234,0.7375,0.0
234,self_select,235,0.04875000000000007,40.422765862815474
235,self_select,236,0.70125,0.0
236,self_select,237,0.0,25.406692031825003
237,self_select,238,0.6412499999999999,6.49519052838329
238,self_select,239,0.7262500000000001,2.8613807855648994
239,self_select,240,0.67875,14.737282653189496
240,self_select,241,0.14249999999999996,26.984949508939238
241,self_select,242,0.73375,6.722164829874376
242,self_select,243,0.0,19.170289512680814
243,self_select,244,0.6812499999999999,0.4330127018922193
244,self_select,245,0.74625,30.667572450391308
245,self_select,246,0.75,10.034316120194738
246,self_select,247,0.04875000000000007,23.284920012746447
247,self_select,248,0.6637500000000001,29.55820529057879
248,self_select,249,0.0,25.98076211353316
249,self_select,250,0.6575,14.720309100015529
250,self_select,251,0.7437499999999999,0.0
251,self_select,252,0.645,2.8613807855648994
252,self_select,253,0.55375,19.05255888325765
253,self_select,254,0.605,18.619546181365433
254,self_select,255,0.7162499999999999,9.86154146165801
255,self_select,256,0.74125,2.384848003542364
256,self_select,257,0.43125,37.556623916427846
257,self_select,258,0.0,28.7489130229301
258,self_select,259,0.09625000000000006,18.046814123273947
259,self_select,260,0.75,8.660254037844387
260,self_select,261,0.72375,15.898113095584646
261,self_select,262,0.63625,16.355427233796124
262,self_select,263,0.74625,0.0
263,self_select,264,0.09500000000000008,22.978250586152114
264,self_select,265,0.6775,35.195880440756135
265,self_select,266,0.2612500000000001,18.171062159378575
266,self_select,267,0.6387499999999999,27.206387117733954
267,self_select,268,0.73125,17.67059704707229
268,self_select,269,0.70875,18.708286933869708
269,self_select,270,0.13874999999999993,17.44276354251241
270,self_select,271,0.75,4.330127018922194
271,self_select,272,0.6375,14.411367041332339
272,self_select,273,0.14249999999999996,30.610455730027933
273,self_select,274,0.75,4.330127018922194
274,self_select,275,0.7474999999999999,0.82915619758885
275,self_select,276,0.74125,0.82915619758885
276,self_select,277,0.7149999999999999,0.0
277,self_select,278,0.0,14.889173919328098
278,self_select,279,0.74875,4.085033659592048
279,self_select,280,0.615,20.72890493972125
280,self_select,281,0.75,0.0
281,self_select,282,0.0,0.0
282,self_select,283,0.5887500000000001,8.671072598012312
283,self_select,284,0.7437499999999999,4.8218253804964775
284,self_select,285,0.6975,13.874436925511608
285,self_select,286,0.60625,13.718144918318949
286,self_select,287,0.56125,11.818946653572814
287,self_select,288,0.0,4.815340071064556
288,self_select,289,0.625,22.465250944514285
289,self_select,290,0.73625,16.347782724271816
290,self_select,291,0.57125,12.397076268217438
291,self_select,292,0.0,21.650635094610966
292,self_select,293,0.0,0.0
293,self_select,294,0.09500000000000008,15.35211711784404
294,self_select,295,0.71625,27.23967694375247
295,self_select,296,0.7424999999999999,10.392304845413264
296,self_select,297,0.745,7.0710678118654755
297,self_select,298,0.7375,0.0
298,self_select,299,0.04875000000000007,38.40247387864485
299,self_select,300,0.74875,0.7071067811865476
300,self_select,301,0.57125,35.0
301,self_select,302,0.71625,13.47219358530748
302,self_select,303,0.6625,7.0710678118654755
303,self_select,304,0.73375,13.285330255586423
304,self_select,305,0.5475,22.181073012818835
305,self_select,306,0.5425,25.98076211353316
306,self_select,307,0.73125,2.692582403567252
307,self_select,308,0.70375,11.4564392373896
308,self_select,309,0.73375,2.165063509461097
309,self_select,310,0.6737500000000001,15.481844205391036
310,self_select,311,0.7437499999999999,19.330998422223306
311,self_select,312,0.0,0.0
312,self_select,313,0.6625,15.105876340020794
313,self_select,314,0.73875,8.227241335952167
314,self_select,315,0.6387499999999999,22.299103120977758
315,self_select,316,0.7175,25.98076211353316
316,self_select,317,0.695,7.533259586659682
317,self_select,318,0.74875,0.4330127018922193
318,self_select,319,0.705,0.0
319,self_select,320,0.5912499999999999,23.2163735324878
320,self_select,321,0.6599999999999999,11.497282287566918
321,self_select,322,0.4387500000000001,18.833148966649205
322,self_select,323,0.5875,17.67766952966369
323,self_select,324,0.6849999999999999,14.807092894960848
324,self_select,325,0.6287499999999999,0.0
325,self_select,326,0.5662499999999999,8.2915619758885
326,self_select,327,0.7262500000000001,8.674675786448736
327,self_select,328,0.04875000000000007,17.320508075688775
328,self_select,329,0.0,15.155444566227676
329,self_select,330,0.5275000000000001,30.306764921383476
330,self_select,331,0.60375,14.300349646075091
331,self_select,332,0.74625,0.0
332,self_select,333,0.70875,11.299889379989523
333,self_select,334,0.69875,18.06066167115701
334,self_select,335,0.665,34.30014577228499
335,self_select,336,0.0,2.165063509461097
336,self_select,337,0.72125,0.7071067811865476
337,self_select,338,0.4650000000000001,14.85555451674558
338,self_select,339,0.615,32.01562118716424
339,self_select,340,0.745,14.33527118683145
340,self_select,341,0.74625,23.155722834755128
341,self_select,342,0.73625,0.5
342,self_select,343,0.04875000000000007,36.093628246547894
343,self_select,344,0.735,11.627015954233485
344,self_select,345,0.0,17.320508075688775
345,self_select,346,0.7112499999999999,22.034064536530703
346,self_select,347,0.75,0.0
347,self_select,348,0.73375,14.142135623730951
348,self_select,349,0.42000000000000004,12.24744871391589
349,self_select,350,0.74875,4.330127018922194
350,self_select,351,0.6912499999999999,33.75925798947601
351,self_select,352,0.75,2.165063509461097
352,self_select,353,0.74125,4.330127018922194
353,self_select,354,0.7112499999999999,12.275483697190918
354,self_select,355,0.69625,4.5
355,self_select,356,0.17999999999999994,9.526279441628825
356,self_select,357,0.6649999999999999,7.0710678118654755
357,self_select,358,0.74125,12.43734296383275
358,self_select,359,0.7362500000000001,0.0
359,self_select,360,0.0,15.449514555480375
360,self_select,361,0.72875,0.0
361,self_select,362,0.13874999999999993,8.1967981553775
362,self_select,363,0.5162500000000001,29.368350311176826
363,self_select,364,0.49875,23.5
364,self_select,365,0.65125,2.165063509461097
365,self_select,366,0.73375,10.897247358851684
366,self_select,367,0.40125,28.053520278211074
367,self_select,368,0.74875,15.165750888103101
368,self_select,369,0.405,20.72890493972125
369,self_select,370,0.6937499999999999,0.0
370,self_select,371,0.4375,6.18465843842649
371,self_select,372,0.74875,0.82915619758885
372,self_select,373,0.71,4.387482193696061
373,self_select,374,0.0,0.5
374,self_select,375,0.685,24.748737341529164
375,self_select,376,0.7250000000000001,9.60143218483576
376,self_select,377,0.69625,28.145825622994256
377,self_select,378,0.60625,6.057020719792859
378,self_select,379,0.71375,16.710774967068403
379,self_select,380,0.61125,30.257230540814536
380,self_select,381,0.7362500000000001,12.062338081814818
381,self_select,382,0.0,9.526279441628825
382,self_select,383,0.4800000000000001,0.0
383,self_select,384,0.74875,0.0
384,self_select,385,0.7375,0.0
385,self_select,386,0.73375,13.275918047351754
386,self_select,387,0.74625,0.4330127018922193
387,self_select,388,0.74875,0.0
388,self_select,389,0.69625,12.599603168354152
389,self_select,390,0.66625,20.0
390,self_select,391,0.64125,12.5
391,self_select,392,0.70875,21.435951110226018
392,self_select,393,0.72875,4.815340071064556
393,self_select,394,0.6187499999999999,6.041522986797286
394,self_select,395,0.22750000000000004,12.93010054098575
395,self_select,396,0.0,34.64101615137755
396,self_select,397,0.75,0.0
397,self_select,398,0.74875,13.238202294873727
398,self_select,399,0.0,26.366408553308887
399,self_select,400,0.74125,1.5
400,self_select,401,0.74125,11.146748404803978
401,self_select,402,0.73125,6.378675411086537
402,self_select,403,0.55375,33.86369737639409
403,self_select,404,0.09500000000000008,18.335416548308903
404,self_select,405,0.49875,26.280934153869037
405,self_select,406,0.74875,0.0
406,self_select,407,0.55125,32.24127789030702
407,self_select,408,0.72375,6.49519052838329
408,self_select,409,0.73375,9.12071817347735
409,self_select,410,0.74625,9.60143218483576
410,self_select,411,0.13874999999999993,16.815171720800237
411,self_select,412,0.63625,21.405314760591587
412,self_select,413,0.58375,10.27131929208707
413,self_select,414,0.0,0.0
414,self_select,415,0.6712499999999999,40.9839907768875
415,self_select,416,0.0,0.0
416,self_select,417,0.67875,5.629165124598851
417,self_select,418,0.7437499999999999,4.387482193696061
418,self_select,419,0.63875,30.07802353878991
419,self_select,420,0.6412499999999999,8.660254037844387
420,self_select,421,0.7149999999999999,19.685019685029527
421,self_select,422,0.75,0.0
422,self_select,423,0.67125,8.514693182963201
423,self_select,424,0.74625,0.0
424,self_select,425,0.73375,0.5
425,self_select,426,0.6950000000000001,0.0
426,self_select,427,0.7375,0.0
427,self_select,428,0.57875,13.647344063956181
428,self_select,429,0.7437499999999999,0.5
429,self_select,430,0.7150000000000001,12.616952880945542
430,self_select,431,0.33624999999999994,31.862987932709636
431,self_select,432,0.4687500000000001,24.23324163210527
432,self_select,433,0.7437499999999999,7.952986860293433
433,self_select,434,0.73125,0.0
434,self_select,435,0.7275,5.656854249492381
435,self_select,436,0.6962499999999999,11.811011811017716
436,self_select,437,0.6775,2.8284271247461903
437,self_select,438,0.745,2.5
438,self_select,439,0.47875,25.043711785596
439,self_select,440,0.0,16.748134224444225
440,self_select,441,0.70375,30.0
441,self_select,442,0.44125000000000003,29.200813344836817
442,self_select,443,0.63625,9.246621004453464
443,self_select,444,0.74875,5.931905258852336
444,self_select,445,0.7375,3.391164991562634
445,self_select,446,0.74875,7.176350047203662
446,self_select,447,0.5362499999999999,11.532562594670797
447,self_select,448,0.65125,16.837458240482736
448,self_select,449,0.625,9.513148795220223
449,self_select,450,0.47875,14.219265100559873
450,self_select,451,0.66625,31.995116814914116
451,self_select,452,0.56125,38.0460247594936
452,self_select,453,0.71875,16.67895380412093
453,self_select,454,0.74625,11.4755174175285
454,self_select,455,0.70875,6.87386354243376
455,self_select,456,0.6825,15.88238017426859
456,self_select,457,0.73625,2.0615528128088303
457,self_select,458,0.74875,10.523782589924593
458,self_select,459,0.17999999999999994,27.67105888830422
459,self_select,460,0.31999999999999984,13.863170633011771
460,self_select,461,0.74125,14.271912976192084
461,self_select,462,0.705,13.863170633011771
462,self_select,463,0.7362500000000001,8.842369591913696
463,self_select,464,0.73,9.354143466934854
464,self_select,465,0.745,22.20923231451281
465,self_select,466,0.745,12.55736835487436
466,self_select,467,0.74875,14.0
467,self_select,468,0.75,0.0
468,self_select,469,0.74625,5.402545696243577
469,self_select,470,0.74875,0.0
470,self_select,471,0.73875,0.0
471,self_select,472,0.6975,24.072806234421446
472,self_select,473,0.745,0.0
473,self_select,474,0.0,42.00223208354527
474,self_select,475,0.41375000000000006,20.72890493972125
475,self_select,476,0.68375,5.5901699437494745
476,self_select,477,0.7375,28.324018076537094
477,self_select,478,0.0,18.186533479473212
478,self_select,479,0.73875,13.47915056670857
479,self_select,480,0.4949999999999999,15.0
480,self_select,481,0.7424999999999999,0.0
481,self_select,482,0.09625000000000006,34.18698582794336
482,self_select,483,0.47875,24.81305100143874
483,self_select,484,0.7237499999999999,0.0
484,self_select,485,0.6837500000000001,0.0
485,self_select,486,0.74625,14.060138690638865
486,self_select,487,0.735,0.82915619758885
487,self_select,488,0.14249999999999996,1.118033988749895
488,self_select,489,0.74875,14.411367041332339
489,self_select,490,0.75,1.5811388300841898
490,self_select,491,0.0,27.313000567495326
491,self_select,492,0.71875,31.09159854365806
492,self_select,493,0.70875,2.5860201081971503
493,self_select,494,0.71875,8.093207028119323
494,self_select,495,0.59625,18.200274723201296
495,self_select,496,0.72875,42.28696607703135
496,self_select,497,0.74875,0.0
497,self_select,498,0.74875,16.068213964221414
498,self_select,499,0.5862499999999999,4.330127018922194
499,self_select,500,0.75,2.947456530637899
500,self_select,501,0.7025,9.756408150543928
501,self_select,502,0.74875,5.0
502,random_meet,503,0.75,3.6996621467371855
503,random_meet,504,0.75,9.41740410091868
504,random_meet,505,0.75,5.0
505,random_meet,506,0.75,21.213203435596427
506,random_meet,507,0.75,0.4330127018922193
507,random_meet,508,0.75,7.790218225441442
508,random_meet,509,0.75,10.161200716450788
509,random_meet,510,0.75,12.173228823939851
510,random_meet,511,0.75,5.0
511,random_meet,512,0.75,10.940178243520533
512,random_meet,513,0.75,4.330127018922194
513,random_meet,514,0.75,12.316147936753602
514,random_meet,515,0.75,4.06201920231798
515,random_meet,516,0.75,13.656500283747663
516,random_meet,517,0.75,7.39509972887452
517,random_meet,518,0.75,3.3166247903554
518,random_meet,519,0.75,20.457272545478784
519,random_meet,520,0.75,0.5
520,random_meet,521,0.75,1.224744871391589
521,random_meet,522,0.75,5.84700778176325
522,random_meet,523,0.75,0.4330127018922193
523,random_meet,524,0.75,2.5
524,random_meet,525,0.75,23.695991222145572
525,random_meet,526,0.75,19.48557158514987
526,random_meet,527,0.75,8.2915619758885
527,random_meet,528,0.75,14.359230480774379
528,random_meet,529,0.75,20.21756661915573
529,random_meet,530,0.75,32.606556089228434
530,random_meet,531,0.75,12.417225938187643
531,random_meet,532,0.75,38.006578377959784
532,random_meet,533,0.75,12.12435565298214
533,random_meet,534,0.75,6.456585785072479
534,random_meet,535,0.75,0.0
535,random_meet,536,0.75,25.298221281347036
536,random_meet,537,0.75,10.825317547305483
537,random_meet,538,0.75,2.5495097567963922
538,random_meet,539,0.75,10.307764064044152
539,random_meet,540,0.75,0.0
540,random_meet,541,0.75,0.8660254037844386
541,random_meet,542,0.75,0.5
542,random_meet,543,0.75,15.811388300841896
543,random_meet,544,0.75,21.405314760591587
544,random_meet,545,0.75,3.840572873934304
545,random_meet,546,0.75,4.330127018922194
546,random_meet,547,0.75,0.4330127018922193
547,random_meet,548,0.75,24.752525123712125
548,random_meet,549,0.75,4.02336923485777
549,random_meet,550,0.75,12.336429791475327
550,random_meet,551,0.75,40.720848468567056
551,random_meet,552,0.75,1.8708286933869707
552,random_meet,553,0.75,5.0
553,random_meet,554,0.75,16.170961628796228
554,random_meet,555,0.75,17.76231966833161
555,random_meet,556,0.75,17.80975856096876
556,random_meet,557,0.75,25.288337232803585
557,random_meet,558,0.75,10.985786271359915
558,random_meet,559,0.75,9.60143218483576
559,random_meet,560,0.75,1.0
560,random_meet,561,0.75,7.297259759663212
561,random_meet,562,0.75,10.825317547305483
562,random_meet,563,0.75,13.46291201783626
563,random_meet,564,0.75,2.598076211353316
564,random_meet,565,0.75,10.848386976873567
565,random_meet,566,0.75,7.084313657652377
566,random_meet,567,0.75,3.2015621187164243
567,random_meet,568,0.75,10.606601717798213
568,random_meet,569,0.75,1.0897247358851685
569,random_meet,570,0.75,7.0710678118654755
570,random_meet,571,0.75,16.56804152578089
571,random_meet,572,0.75,5.11737237261468
572,random_meet,573,0.75,2.947456530637899
573,random_meet,574,0.75,16.740669042783207
574,random_meet,575,0.75,0.4330127018922193
575,random_meet,576,0.75,1.7853571071357126
576,random_meet,577,0.75,33.04826016600571
577,random_meet,578,0.75,11.321991874224253
578,random_meet,579,0.75,9.513148795220223
579,random_meet,580,0.75,0.82915619758885
580,random_meet,581,0.75,0.0
581,random_meet,582,0.75,7.433034373659253
582,random_meet,583,0.75,0.0
583,random_meet,584,0.75,3.840572873934304
584,random_meet,585,0.75,5.0
585,random_meet,586,0.75,0.82915619758885
586,random_meet,587,0.75,0.0
587,random_meet,588,0.75,28.613807855648993
588,random_meet,589,0.75,12.735285626950029
589,random_meet,590,0.75,2.277608394786075
590,random_meet,591,0.75,10.0
591,random_meet,592,0.75,3.6742346141747673
592,random_meet,593,0.75,8.660254037844387
593,random_meet,594,0.75,48.282372559765534
594,random_meet,595,0.75,13.095800853708795
595,random_meet,596,0.75,19.85572965166478
596,random_meet,597,0.75,0.0
597,random_meet,598,0.75,0.4330127018922193
598,random_meet,599,0.75,2.165063509461097
599,random_meet,600,0.75,5.448623679425842
600,random_meet,601,0.75,3.766629793329841
601,random_meet,602,0.75,7.428828979051813
602,random_meet,603,0.75,0.0
603,random_meet,604,0.75,17.781661902083282
604,random_meet,605,0.75,0.0
605,random_meet,606,0.75,3.418698582794336
606,random_meet,607,0.75,2.277608394786075
607,random_meet,608,0.75,9.669539802906858
608,random_meet,609,0.75,6.49519052838329
609,random_meet,610,0.75,7.5291101731877985
610,random_meet,611,0.75,1.5
611,random_meet,612,0.75,4.14578098794425
612,random_meet,613,0.75,11.291589790636214
613,random_meet,614,0.75,11.4755174175285
614,random_meet,615,0.75,6.49519052838329
615,random_meet,616,0.75,4.14578098794425
616,random_meet,617,0.75,4.330127018922194
617,random_meet,618,0.75,23.71181140275875
618,random_meet,619,0.75,11.299889379989523
619,random_meet,620,0.75,13.718144918318949
620,random_meet,621,0.75,2.5
621,random_meet,622,0.75,0.82915619758885
622,random_meet,623,0.75,6.49519052838329
623,random_meet,624,0.75,8.215838362577491
624,random_meet,625,0.75,4.330127018922194
625,random_meet,626,0.75,11.6940155635265
626,random_meet,627,0.75,3.0
627,random_meet,628,0.75,6.417748826496718
628,random_meet,629,0.75,15.0
629,random_meet,630,0.75,15.578430601315397
630,random_meet,631,0.75,6.2599920127744575
631,random_meet,632,0.75,12.356678356257397
632,random_meet,633,0.75,6.977642868476432
633,random_meet,634,0.75,4.330127018922194
634,random_meet,635,0.75,2.5495097567963922
635,random_meet,636,0.75,2.0615528128088303
636,random_meet,637,0.75,3.082207001484488
637,random_meet,638,0.75,13.863170633011771
638,random_meet,639,0.75,10.21028892833107
639,random_meet,640,0.75,6.928203230275509
640,random_meet,641,0.75,1.920286436967152
641,random_meet,642,0.75,0.0
642,random_meet,643,0.75,5.973901572674261
643,random_meet,644,0.75,37.24916106437835
644,random_meet,645,0.75,10.344080432788601
645,random_meet,646,0.75,2.165063509461097
646,random_meet,647,0.75,15.0
647,random_meet,648,0.75,9.394147114027968
648,random_meet,649,0.75,14.737282653189496
649,random_meet,650,0.75,4.330127018922194
650,random_meet,651,0.75,8.257572282456872
651,random_meet,652,0.75,0.0
652,random_meet,653,0.75,7.794228634059948
653,random_meet,654,0.75,0.0
654,random_meet,655,0.75,8.902246907382429
655,random_meet,656,0.75,6.139014578904337
656,random_meet,657,0.75,8.437268515343103
657,random_meet,658,0.75,7.632168761236874
658,random_meet,659,0.75,0.4330127018922193
659,random_meet,660,0.75,8.154753215150045
660,random_meet,661,0.75,4.602988159880492
